Score,Text,BeginOffset,EndOffset,question
0.9996700882911682,the doctor,1190,1200,From your point of view What is Healthier SG
0.9995925426483154,the hospital,1207,1219,From your point of view What is Healthier SG
0.7884802222251892,the specially,1224,1237,From your point of view What is Healthier SG
0.9808939099311829,the g,1242,1247,From your point of view What is Healthier SG
0.9858047962188721,the emphasis,1313,1325,From your point of view What is Healthier SG
0.9997351765632629,the page,1336,1344,From your point of view What is Healthier SG
0.9986304640769958,its sort,1349,1357,From your point of view What is Healthier SG
0.9972182512283325,school,1380,1386,From your point of view What is Healthier SG
0.9983108043670654,primary school,1410,1424,From your point of view What is Healthier SG
0.8996137976646423,hey look weve,1436,1449,From your point of view What is Healthier SG
0.9175385236740112,a completely different perspective ve,1475,1512,From your point of view What is Healthier SG
0.8986769318580627,ve,1547,1549,From your point of view What is Healthier SG
0.9985661506652832,my family,1568,1577,From your point of view What is Healthier SG
0.958838701248169,my loved ones,1578,1591,From your point of view What is Healthier SG
0.9884980320930481,my relatives,1592,1604,From your point of view What is Healthier SG
0.9996857643127441,the doctor,1625,1635,From your point of view What is Healthier SG
0.9995801448822021,a family physician,1644,1662,From your point of view What is Healthier SG
0.9995951056480408,charge,1666,1672,From your point of view What is Healthier SG
0.9998799562454224,their health,1676,1688,From your point of view What is Healthier SG
0.9078503251075745,even any,1775,1783,From your point of view What is Healthier SG
0.9987382292747498,these illnesses,1787,1802,From your point of view What is Healthier SG
0.8663432598114014,even one step,1827,1840,From your point of view What is Healthier SG
0.9944174885749817,a chronic illnesses,1897,1916,From your point of view What is Healthier SG
0.9818757772445679,the end stage problems,1943,1965,From your point of view What is Healthier SG
0.9990299344062805,the chronic illnesses,1997,2018,From your point of view What is Healthier SG
0.9968661665916443,information,14,25,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9981609582901001,all the information,35,54,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9994187355041504,the health care system,58,80,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9974459409713745,all records,91,102,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.8954924941062927,transferable one,107,123,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9998164772987366,the things,127,137,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9997244477272034,the covid situation,158,177,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9962064027786255,the home recovery program,198,223,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9999158382415771,a national program,232,250,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9987356066703796,telemedicine,254,266,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.999514639377594,a huge impact,277,290,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9818413257598877,the m  h colleagues,306,325,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9978217482566833,a paper,332,339,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9883100390434265,our telemedicine system,355,378,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9549070596694946,the government,379,393,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.8284386396408081,203 100000 patients,409,428,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.999357283115387,an amazing outcome,440,458,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.996769905090332,mortality and mobility,462,484,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9995925426483154,our safety blanket,493,511,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9998753070831299,the importance,518,532,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9991476535797119,a unified health care system,536,564,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9985097050666809,a unified record system,565,588,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9994328618049622,a very good safety blanket,609,635,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9983751773834229,our entire health care system,640,669,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9986490607261658,systems,681,688,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9999063014984131,the most important part,692,715,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9940454959869385,vaccinations,733,745,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.8965820074081421,the accessibility,755,772,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9772352576255798,vaccinations,776,788,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.6413734555244446,weve,796,800,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9979519248008728,lots,805,809,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9990960955619812,good vaccines,813,826,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.995851993560791,a huge proportion,855,872,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.999920666217804,the population,876,890,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9749195575714111,whole shot,918,928,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.797917366027832,ministry,972,980,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9937045574188232,our elderly and higher risk patients,1002,1038,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9990575909614563,an example,1042,1052,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.999917209148407,the pneumococcal vaccine,1057,1081,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.984041154384613,its short,1093,1102,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9990100860595703,10,1106,1108,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9998934864997864,the population,1112,1126,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9640563130378723,ignorance and inaccessibility,1194,1223,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9542591571807861,equal and good access,1262,1283,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9513928890228271,vaccines,1287,1295,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9995077252388,the covid vaccines,1309,1327,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.563234269618988,yousomehowwell,1388,1402,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9727484583854675,this five or six years,1428,1450,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.8855444192886353,weve,1474,1478,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9863741397857666,challenges,1483,1493,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.8236305713653564,weve,1502,1506,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.8524013161659241,covid and everything else,1524,1549,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.5213592648506165,weve,1554,1558,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9992392063140869,other things,1563,1575,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9986110925674438,the ecosystem,1598,1611,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.8717464208602905,about five or six years,1644,1667,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9998248219490051,a happier place,1689,1704,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9978929758071899,less challenges,1719,1734,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.7937492728233337,regard,1740,1746,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9998680353164673,staff,1765,1770,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9958102703094482,life,1791,1795,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9992815852165222,a journey,1799,1808,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9995572566986084,this whole thing,1813,1829,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9954463243484497,a journey,1833,1842,If there's one thing that you could you know change right now fixed right now with regards to our health care system what would it be?
0.9997459053993225,time,5,9,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9999533295631409,a general increase,22,40,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9994052648544312,cost,44,48,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9999664425849915,the whole system,53,69,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9997735023498535,the system,114,124,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9992591738700867,a heck,140,146,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9998190999031067,a lot,150,155,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.999813437461853,an individual,165,178,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.999442994594574,his hypertension,186,202,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9993476867675781,a government hospital,214,235,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9991596937179565,a doctor,272,280,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9950441122055054,primary care,284,296,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9847639799118042,all things,297,307,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.999586284160614,access,338,344,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9999672770500183,the same drug,348,361,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9993959069252014,the same decisions,366,384,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9998237490653992,the degree,399,409,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9998469352722168,control,413,420,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9939252138137817,certain g  groups,445,462,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9990661144256592,an extremely good job,478,499,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9990536570549011,war,549,552,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9922142624855042,diabetes,556,564,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9766154885292053,managing diabetes,568,585,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9876899719238281,outcomes,591,599,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9973674416542053,a good hospital clinic,651,673,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9525618553161621,a lot,692,697,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9992675185203552,faith,701,706,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9857838153839111,that direction,742,756,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9984351992607117,the tools,772,781,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9998601675033569,our population,807,821,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9998107552528381,the value,826,835,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.8093699216842651,this justtheres,845,860,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9607920050621033,a worry,868,875,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9627246260643005,a risk,890,896,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9971745014190674,some adjustments,926,942,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9231693148612976,direction,946,955,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9989336133003235,a particular direction,974,996,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.8455378413200378,didnt,1003,1008,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9983553886413574,a journey,1025,1034,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9097388386726379,a journey,1064,1073,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.942284882068634,the population thats,1109,1129,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9449225664138794,my field,1130,1138,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9772437810897827,dont,1163,1167,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9998834729194641,a waste,1195,1202,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9997917413711548,its short term,1227,1241,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9995642304420471,a few years,1257,1268,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9979477524757385,the direction,1278,1291,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9970468878746033,a little bit,1298,1310,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9997674822807312,the key message,1318,1333,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9997918605804443,the key information,1338,1357,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9971780180931091,primary prevention,1386,1404,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.8591855764389038,health screenings,1418,1435,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.8896984457969666,health care,1450,1461,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9688705205917358,play,1504,1508,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9999319314956665,the relationship,1543,1559,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9995819330215454,my colleagues,1622,1635,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9959465265274048,the whole scientific basis,1677,1703,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9997190237045288,medical care,1707,1719,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9973389506340027,prevention,1746,1756,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.6543874740600586,more cost,1779,1788,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9159159064292908,anything else,1804,1817,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9789194464683533,any policy direction change,1835,1862,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9993984699249268,other point,1888,1899,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9998987913131714,the scientific principle,1903,1927,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9988929033279419,this current direction,1939,1961,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.6089557409286499,fruition,2002,2010,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9997063279151917,some way,2014,2022,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.9994682669639587,time,2037,2041,Should the typical patient be concerned about rising costs when they go see the doctor world prices increase over time?
0.8616292476654053,dont,1,5,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9966858625411987,an ecosystem,112,124,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9912468194961548,the community health assistance scheme,153,191,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998180866241455,a system,206,214,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9948667883872986,the g clinics,221,234,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9898366928100586,each other,253,263,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9986140131950378,the health care system,286,308,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.7502716183662415,that trust,325,335,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998129606246948,a common language,352,369,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9959166049957275,an overall game plan,387,407,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998157024383545,a way,438,443,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9146261215209961,many g clinics,480,494,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9942813515663147,the health systems,558,576,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9948654174804688,the three clusters,577,595,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.999226987361908,the clustering,607,621,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9678015112876892,the health providers,686,706,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9986191391944885,this point,749,759,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.960328996181488,a very important step,771,792,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9997916221618652,the emphasis,840,852,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.999181866645813,community care,859,873,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.8101633787155151,the first port,891,905,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998766183853149,call,909,913,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9987303614616394,the principal port,918,936,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9540935754776001,callecho,940,948,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9999133348464966,the general principle,952,973,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9992712140083313,a family doctor,984,999,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9993974566459656,one single point,1008,1024,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.999893307685852,care,1028,1032,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9999281167984009,the kind,1049,1057,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9996991157531738,theory,1061,1067,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9999299645423889,a system,1113,1121,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9937293529510498,all the building blocks,1151,1174,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9997523427009583,place,1178,1183,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998125433921814,the most important bit,1188,1210,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9994484782218933,the way,1229,1236,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9862411022186279,data,1254,1258,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9984520673751831,the way,1259,1266,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9880346655845642,treatment,1284,1293,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9947087168693542,lab tests,1305,1314,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9688749313354492,all these kind,1319,1333,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9988856911659241,results,1337,1344,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9992970824241638,a unified system,1350,1366,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9999430775642395,the same language,1387,1404,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9997667074203491,the continuity,1409,1423,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998489618301392,care,1427,1431,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9989960789680481,patients,1488,1496,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9980948567390442,the entire care journey,1513,1536,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.997566819190979,end,1542,1545,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9658627510070801,all the entire funding mechanism,1568,1600,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9962688088417053,the whole trust,1601,1616,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998710751533508,the past few years,1650,1668,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9994869828224182,the entire ecosystem,1717,1737,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.999614953994751,a position,1766,1776,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9999508261680603,the general public,1797,1815,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9995326995849609,this pivotal change,1847,1866,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.8847562074661255,the health care systemthats one,1870,1901,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9994526505470276,the big changes,1905,1920,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9541507363319397,health care s g,1924,1939,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9992501735687256,this next year,1955,1969,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.976405918598175,all clinic management systems,1975,2004,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998143911361694,a singular standard,2028,2047,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9966345429420471,documentation,2051,2064,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9873576760292053,information flow,2076,2092,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9996916651725769,the cornerstones,2140,2156,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9896851778030396,this entire healthy s g,2160,2183,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9839880466461182,one aspect,2222,2232,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9991732239723206,care,2236,2240,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.8211400508880615,theres fragmentation,2285,2305,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9995899796485901,care,2309,2313,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9979335069656372,pieces,2329,2335,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.999854564666748,information,2339,2350,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998040199279785,the place,2366,2375,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9997058510780334,the things,2391,2401,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.988572895526886,easy and accessible health care,2408,2439,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9997028708457947,patients,2448,2456,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9956063628196716,records,2521,2528,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.8688629865646362,various clinics or hospital settings,2540,2576,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9980855584144592,all this information,2591,2611,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9988043308258057,a linkage,2624,2633,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9974508285522461,the health care system,2654,2676,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9987452626228333,the system,2686,2696,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9993763566017151,its infancy,2709,2720,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9992902278900146,the next few years,2730,2748,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998349547386169,the direction,2782,2795,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9999563694000244,the country,2801,2812,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9989141225814819,common central club system,2857,2883,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9999564290046692,our medical information,2890,2913,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9990653991699219,the way,2937,2944,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.7115450501441956,weve,2995,2999,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9956769943237305,many opportunities,3004,3022,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998618364334106,the fact,3144,3152,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9986960887908936,a backbone,3169,3179,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9994938373565674,the national electronic health record,3187,3224,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9987000226974487,this conversation,3225,3242,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9991089105606079,the national electronic health record,3281,3318,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9997820258140564,any hr,3322,3328,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9999662041664124,the record,3347,3357,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9990403652191162,the individual,3371,3385,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.8566292524337769,all the health care clinic management systems,3390,3435,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9989559650421143,the electronic medical records,3439,3469,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998458027839661,the course,3498,3508,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9790717959403992,todays discussion,3526,3543,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.99973064661026,a clinic,3565,3573,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9996182918548584,records,3627,3634,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998714923858643,patients,3640,3648,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9387589693069458,the polyclinic,3666,3680,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9999231696128845,the other end,3684,3697,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9998279809951782,the records,3771,3782,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9968892335891724,the key summaries,3783,3800,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9721075296401978,the number,3839,3849,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9385951161384583,my family physician colleagues,3853,3883,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9997451901435852,a position,3924,3934,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.999725878238678,top,3964,3967,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9992507696151733,the fact,4013,4021,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.6886815428733826,its still,4027,4036,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.7384856343269348,the journey,4037,4048,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9986387491226196,our noses,4092,4101,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9887729287147522,the grindstone,4105,4119,The idea of having family doctors is something so common elsewhere in the world. Why are we only doing it now?
0.9999403357505798,the ground,73,83,Will this also add on to increasing burdens for GPs? What would Healthier SG mean for GPs?How dispence of medications will affect your operations?
0.6898191571235657,a potentially patients,115,137,Will this also add on to increasing burdens for GPs? What would Healthier SG mean for GPs?How dispence of medications will affect your operations?
